track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,album,release_type,release_date,explicit,artists,target_popularity,days_since_release,num_artists,has_features,num_words_in_title,num_words_in_album,num_hit_words_track,num_flop_words_track,num_hit_words_album,num_flop_words_album
She Was Just A Friend,0.609,0.574,9,-4.004,0,0.149,0.145,2.59e-06,0.182,0.391,90.718,284587,4,29.30113,11,The Hip Hop Violinist,album,2005-01-01,False,Miri Ben-Ari&&Anthony Hamilton&&Algebra Blessett,0,7040,3,True,5,4,1,1,0,2
Rag Doll - 2006 Remaster,0.498,0.575,10,-7.241,1,0.0363,0.707,0.000492,0.0743,0.548,120.884,179067,4,21.43313,7,The Definitive Pop Collection,compilation,2006-09-12,False,Frankie Valli & The Four Seasons,0,6421,1,False,5,4,0,2,2,2
Anyway,0.527,0.503,5,-6.769,1,0.0252,0.0971,1.98e-05,0.107,0.305,137.021,280867,4,54.82456,11,Waking Up Laughing,album,2007-03-04,False,Martina McBride,0,6248,1,False,1,3,0,0,0,0
Move On Over - Live,0.584,0.873,11,-4.417,0,0.284,0.477,0.0,0.312,0.502,102.571,237267,4,27.24884,10,Live From The House of Blues,album,2006-01-01,False,Lisa McClendon,0,6675,1,False,5,6,1,1,1,3
Maahi Ve,0.815,0.833,7,-6.117,0,0.0769,0.0297,2e-05,0.33,0.563,99.989,366853,4,39.83749,15,Kal Ho Naa Ho (Original Motion Picture Soundtrack),album,2003-09-20,False,Shankar-Ehsaan-Loy&&Sadhana Sargam&&Sujata Bhattacharya&&Udit Narayan&&Sonu Nigam,1,7509,5,True,2,8,1,1,4,4
It's A Business Doing Pleasure With You,0.643,0.913,9,-2.949,1,0.0347,0.0794,0.0,0.102,0.569,112.947,185973,4,82.7073,6,McGRAW (The Ultimate Collection),compilation,2016-10-21,False,Tim McGraw,0,2729,1,False,7,4,0,0,2,1
Make Me Better,0.594,0.573,1,-7.789,1,0.109,0.397,0.0,0.724,0.45,88.841,199947,4,51.85211,10,Class Of '07,compilation,2019-12-27,False,Fabolous&&Ne-Yo,0,1567,2,True,3,3,2,0,0,0
Better Be Women,0.538,0.933,9,-4.707,1,0.0429,0.00522,0.0,0.191,0.8,99.072,155760,4,40.08882,7,Punk-O-Rama 5,compilation,2000-01-01,False,Dwarves,0,8867,1,False,3,2,1,0,0,1
Monsters,0.362,0.945,10,-2.651,0,0.0575,0.00131,2.51e-05,0.154,0.487,114.797,243747,4,99.14367,6,Voices,album,2006-02-14,False,Matchbook Romance,1,6631,1,False,1,1,0,0,0,0
Put It On Ya,0.759,0.583,1,-8.503,1,0.0864,0.00286,0.0,0.0445,0.904,76.023,257413,4,27.95552,11,Da REAList,album,2008-12-12,False,Plies&&Chris J,0,5599,2,True,4,2,1,0,0,0
Ghetto,0.608,0.636,8,-4.447,0,0.0514,0.0412,0.0,0.0833,0.679,187.333,235307,4,22.47112,12,Trouble,album,2004-01-01,False,Akon,0,7406,1,False,1,1,0,0,0,0
From Yesterday,0.467,0.876,10,-4.841,1,0.0693,0.00578,0.00592,0.035,0.131,135.055,247373,4,21.75339,12,A Beautiful Lie,album,2005-01-01,False,Thirty Seconds To Mars,1,7040,1,False,2,3,0,0,0,0
Imagine,0.536,0.846,4,-6.683,1,0.0777,0.0392,0.12,0.103,0.175,163.993,384000,4,33.22703,19,Imagine,single,2009-03-02,False,DJ D,0,5519,1,False,1,1,0,0,0,0
Float On,0.649,0.888,6,-4.807,1,0.0293,0.013,2.23e-06,0.0888,0.553,100.975,208467,4,17.61032,10,Good News For People Who Love Bad News,album,2004-04-05,False,Modest Mouse,1,7311,1,False,2,8,0,0,3,2
"There's a Fine, Fine Line",0.497,0.136,7,-10.015,1,0.04,0.884,0.000454,0.114,0.236,129.628,159947,4,32.13823,8,Avenue Q (Original Broadway Cast Recording),album,2003-10-06,False,Stephanie D'Abruzzo,0,7493,1,False,5,6,0,0,1,1
My Old Friend,0.463,0.819,4,-7.662,1,0.0357,0.212,0.000268,0.0599,0.591,183.998,217067,4,38.32547,8,35 Biggest Hits,compilation,2015-06-16,False,Tim McGraw,0,3222,1,False,3,3,0,1,2,1
Sittin' Sidewayz,0.721,0.621,1,-4.378,1,0.306,0.00469,0.0103,0.199,0.568,159.967,228933,4,55.66259,12,The People's Champ,album,2005-07-19,False,Paul Wall&&Big Pokey,1,6841,2,True,2,3,0,0,0,0
Where'd You Go,0.684,0.819,1,-3.309,0,0.238,0.262,0.00197,0.113,0.25,179.999,231867,4,21.90591,12,The Rising Tied,album,2005-11-21,False,Fort Minor&&Holly Brook&&Jonah Matranga,1,6716,3,True,3,3,0,0,0,0
Hands Up,0.799,0.878,1,-2.282,1,0.219,0.077,0.0,0.51,0.594,95.0,240213,4,30.75746,11,Rotten Apple,album,2006-01-01,False,Lloyd Banks&&50 Cent,1,6675,2,True,2,2,0,0,0,0
On Impulse,0.438,0.924,2,-5.366,1,0.039,0.0004,0.877,0.0885,0.2,154.946,369667,1,42.41769,13,Animals as Leaders,album,2009-04-28,False,Animals As Leaders,0,5462,1,False,2,3,0,0,0,0
This Is Why I'm Hot,0.621,0.6,8,-6.349,1,0.576,0.277,0.0,0.495,0.485,80.021,253707,4,36.6584,12,Music Is My Savior,album,2007-01-01,False,MiMS,1,6310,1,False,5,4,1,0,1,1
Need U Bad,0.529,0.659,7,-5.318,1,0.0629,0.0232,0.0,0.114,0.36,138.196,257427,4,75.70191,8,Fearless,album,2008-09-23,False,Jazmine Sullivan,1,5679,1,False,3,1,2,0,0,0
So Gone,0.618,0.552,8,-6.863,1,0.0981,0.176,0.0,0.252,0.586,81.975,242773,4,34.58799,11,After The Storm,album,2003-01-01,False,Monica,1,7771,1,False,2,3,1,0,0,0
Karma,0.605,0.829,10,-2.377,0,0.444,0.0392,0.0,0.196,0.708,176.103,278533,4,29.57812,14,The Hunger For More,album,2004-01-01,False,Lloyd Banks,1,7406,1,False,1,4,0,0,0,0
Black Bubblegum,0.603,0.972,8,-2.695,1,0.141,0.00695,1.07e-05,0.117,0.313,122.012,244227,4,40.13441,10,Ire Works,album,2007-11-13,False,The Dillinger Escape Plan,0,5994,1,False,2,2,0,1,0,1
Ignition,0.795,0.523,1,-7.165,1,0.0423,0.061,0.0,0.0914,0.855,133.024,186067,4,52.70861,9,Chocolate Factory,album,2003-01-01,False,R. Kelly,1,7771,1,False,1,2,0,0,0,0
Leonard Cohen,0.316,0.977,6,-3.315,0,0.0834,0.000194,0.00194,0.162,0.852,100.751,255773,4,37.20318,10,Legends Never Die,album,2007-01-01,False,The Dreadnoughts,0,6310,1,False,2,3,0,0,0,0
I'm A Flirt,0.835,0.571,8,-4.771,0,0.102,0.0716,0.0,0.0604,0.902,138.038,330600,4,33.28468,14,The Essential R. Kelly,compilation,2014-05-19,False,R. Kelly&&T.I.&&T-Pain,1,3615,3,True,3,4,0,0,1,1
Professor Satchafunkilus,0.717,0.71,2,-6.265,1,0.0397,0.0495,0.379,0.103,0.706,96.019,287467,4,57.2885,10,Professor Satchafunkilus and the Musterion of Rock,album,2008-04-01,False,Joe Satriani,0,5854,1,False,2,7,0,0,1,1
On The Way Down,0.5,0.845,1,-5.015,1,0.0369,0.00184,0.0,0.106,0.539,95.199,212045,4,31.32422,11,Take It All Away (U.S. Version),album,2004-06-08,False,Ryan Cabrera,1,7247,1,False,4,6,1,1,1,1
"Never Leave You - Uh Ooh, Uh Oooh!",0.836,0.842,4,-3.79,0,0.0525,0.0269,0.121,0.0781,0.722,99.99,192427,4,68.45976,9,Never Leave You,single,2003-01-01,False,Lumidee,0,7771,1,False,8,3,0,0,0,0
When The Stars Go Blue,0.445,0.682,10,-6.686,1,0.0289,0.357,7.28e-06,0.109,0.631,181.64,235280,4,41.90124,9,Love Story,album,2014-02-04,False,Tim McGraw,1,3719,1,False,5,2,1,1,2,1
I'm Like A Lawyer...(Me & You),0.529,0.8,1,-3.79,1,0.0318,0.00301,1.17e-05,0.102,0.498,96.81,211720,4,62.42293,6,Infinity On High,album,2007-01-01,False,Fall Out Boy,1,6310,1,False,6,3,1,1,1,0
The Echo,0.471,0.623,1,-5.299,0,0.0344,0.203,0.0,0.108,0.562,136.201,197200,4,17.31815,8,Rotten Apples,album,2007-04-20,False,Voxhaul Broadcast,0,6201,1,False,2,2,0,0,0,0
Here It Goes Again,0.537,0.882,0,-2.306,1,0.0403,0.000342,9.06e-05,0.12,0.81,145.729,179813,4,27.11566,7,Oh No,album,2005-01-01,False,OK Go,1,7040,1,False,4,2,1,0,0,0
If Something Should Happen,0.557,0.608,4,-8.702,1,0.0377,0.276,1.75e-06,0.0718,0.282,159.068,279560,4,43.77777,11,Darryl Worley,album,2004-01-01,False,Darryl Worley,0,7406,1,False,4,2,0,0,0,0
Me Enamora,0.676,0.839,4,-3.922,0,0.033,0.0175,0.0,0.0885,0.891,94.013,192613,4,20.26565,8,La Vida Es Un Ratico,album,2007-01-01,False,Juanes,1,6310,1,False,2,5,0,0,0,1
Sleazy Bed Track - BBC Evening Session 1998,0.276,0.555,11,-8.821,0,0.028,0.00257,0.00108,0.282,0.356,147.935,266280,4,19.6788,10,BBC Radio Sessions,album,2007-01-01,False,The Bluetones,0,6310,1,False,8,3,0,0,1,1
Wait And See,0.768,0.683,1,-7.826,0,0.0382,0.0422,4.77e-05,0.0854,0.964,140.3,234240,4,44.00941,11,Sample This - EP,single,2008-10-03,False,Iration,1,5669,1,False,3,4,1,0,0,1
Prästens Bekännelse,0.574,0.544,1,-6.22,0,0.0277,0.427,0.0,0.0912,0.535,76.03,288533,4,23.25772,13,Pop på svenska,album,2004-01-01,False,Björn Rosenström,0,7406,1,False,2,3,0,0,1,1
Waiting On The World To Change,0.577,0.756,2,-5.82,1,0.115,0.159,0.000232,0.249,0.663,176.75,201173,4,64.56393,7,Continuum,album,2006-09-11,False,John Mayer,1,6422,1,False,6,1,1,1,0,0
Just Like A Pill,0.689,0.774,9,-4.528,1,0.0278,8.85e-05,0.0,0.0941,0.253,102.052,236600,4,29.65438,10,M!ssundaztood (Expanded Edition),album,2001-01-01,False,P!nk,1,8501,1,False,4,3,2,2,2,2
crushcrushcrush,0.631,0.793,1,-4.086,0,0.0468,0.000218,5.65e-05,0.0976,0.648,136.96,189373,4,46.09157,8,Riot!,album,2007-06-11,False,Paramore,1,6149,1,False,1,1,0,0,0,0
Dashboard,0.639,0.903,11,-5.013,0,0.0371,0.00963,7.06e-05,0.174,0.96,135.938,246173,4,42.64518,12,We Were Dead Before The Ship Even Sank,album,2007-03-20,False,Modest Mouse,1,6232,1,False,1,8,0,0,0,0
Smile,0.541,0.812,4,-3.764,1,0.0336,0.203,0.0,0.42,0.607,141.056,201627,4,28.24696,11,Happy Hour,album,2009-09-11,False,Uncle Kracker,1,5326,1,False,1,2,0,0,0,0
We Are Magic,0.495,0.938,8,-4.604,0,0.0301,0.0011,6.28e-06,0.0425,0.66,88.507,263907,4,43.14439,11,New Era,album,2008-01-01,False,Revolution Renaissance,0,5945,1,False,3,2,0,0,1,1
Flying Without Wings,0.498,0.493,8,-7.748,1,0.0369,0.75,0.0,0.115,0.222,146.049,226133,4,66.56589,8,Soulful,album,2003-08-22,False,Ruben Studdard,0,7538,1,False,3,1,0,0,0,0
Promise,0.751,0.568,5,-5.431,0,0.0872,0.136,0.0,0.0288,0.646,128.002,246720,4,39.90498,7,J.E. Heartbreak,album,2000-01-18,False,Jagged Edge,1,8850,1,False,1,2,0,0,0,0
I'm Feeling You,0.571,0.9,5,-4.975,0,0.0499,0.0715,1.98e-06,0.118,0.794,120.026,270973,4,77.65136,13,All That I Am,album,2005-10-31,False,Santana&&Michelle Branch&&The Wreckers,0,6737,3,True,3,4,0,0,0,0
Real Enemy (Business),0.248,0.756,6,-9.393,1,0.103,0.00377,0.723,0.14,0.515,78.209,132773,4,52.28071,5,The Punk Terrorist Anthology Vol. 2: 1986-1988,album,2005-01-01,False,Nausea,0,7040,1,False,3,7,1,0,1,3
Big Time Sensuality,0.407,0.968,2,-3.218,1,0.162,0.000165,1.32e-05,0.304,0.291,113.438,191533,4,27.3888,10,Punk Goes 90's,album,2006-05-09,False,The Starting Line,0,6547,1,False,3,3,1,2,0,2
Spotlight,0.781,0.806,10,-4.2,0,0.137,0.0982,0.0,0.403,0.69,125.019,236080,4,49.59069,12,Spotlight (feat. Usher),single,2009-10-27,False,Gucci Mane&&USHER,0,5280,2,True,1,3,0,0,1,1
I'm A Slave 4 U,0.847,0.843,5,-3.579,0,0.106,0.415,0.000134,0.107,0.963,110.027,203600,4,19.04738,11,Britney (Digital Deluxe Version),album,2001-10-31,False,Britney Spears,1,8198,1,False,5,4,0,0,2,2
Alcohol,0.552,0.754,11,-5.888,1,0.0302,0.373,3.02e-05,0.208,0.595,141.671,290933,3,25.26331,17,Time Well Wasted,album,2005-08-16,False,Brad Paisley,1,6813,1,False,1,3,0,0,1,1
How Come You Don't Call Me,0.835,0.547,6,-7.69,0,0.0515,0.155,0.000291,0.0579,0.759,124.561,237627,3,24.38714,13,Songs In A Minor (Expanded Edition),album,2001-06-26,False,Alicia Keys,0,8325,1,False,6,6,2,2,3,3
Soul Music Medley - Live,0.469,0.574,10,-5.974,0,0.0923,0.495,0.0,0.93,0.315,103.824,660000,4,36.35208,26,Live From The House of Blues,album,2006-01-01,False,Lisa McClendon,0,6675,1,False,5,6,1,3,1,3
The Four Temperaments - Paul Hindemith: Theme with Four Variations: The Four Temperaments for Piano and Strings; Cholerisch,0.329,0.0959,0,-23.399,1,0.0402,0.95,0.832,0.113,0.106,127.877,373240,4,21.57825,17,"BALANCHINE ALBUM - WORKS BY TCHAIKOVSKY, HINDEMITH, STRAVINSKY, FAURE (CLASSICAL ORCHESTRAL COLLECTI",album,2005-05-17,False,"Paul Hindemith&&NEW YORK CITY BALLET ORCHESTRA/ROBERT IRVING, CONDUCTOR",0,6904,2,True,18,12,0,2,1,3
It's Getting Better All The Time,0.459,0.398,4,-7.993,1,0.0266,0.812,0.000149,0.0851,0.153,134.716,254351,4,33.27787,10,#1s ... and then some,album,2009-09-08,False,Brooks & Dunn,0,5329,1,False,6,5,2,1,0,0
Precious,0.568,0.838,1,-6.138,1,0.0266,0.0889,0.0567,0.0994,0.852,104.988,245867,4,56.13205,12,Playing the Angel,album,2005-10-18,False,Depeche Mode&&Steve Fitzmaurice,1,6750,2,True,1,3,0,0,0,0
Chori Chori Chupke Chupke - Chori Chori Chupke Chupke / Soundtrack Version,0.585,0.802,9,-4.364,0,0.053,0.364,2.59e-05,0.0548,0.496,95.0,449733,4,22.20415,20,The Best of Bollywood,compilation,2003-01-01,False,Alka Yagnik&&Babul Supriyo,0,7771,2,True,12,4,0,2,1,1
The Glass House,0.15,0.314,2,-16.009,0,0.0404,0.893,0.957,0.121,0.0363,76.184,422413,5,28.71864,17,The Darker Space,album,2002-01-01,False,Terra Ambient,0,8136,1,False,3,3,0,1,0,0
Calabria 2008,0.891,0.657,10,-5.552,0,0.165,0.00833,0.0026,0.054,0.453,125.995,230657,4,77.16387,9,Raggatronic,album,2008-09-09,False,Enur&&Natasja,0,5693,2,True,2,1,0,0,0,0
Crawling,0.58,0.702,4,-5.565,1,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,208960,4,23.70138,9,Hybrid Theory (Bonus Edition),album,2000-01-01,False,Linkin Park,1,8867,1,False,1,4,0,0,2,1
Confessions Part II,0.845,0.467,1,-7.674,1,0.138,0.0586,0.0,0.0694,0.702,138.007,211200,4,35.91142,9,Confessions (Expanded Edition),album,2004-03-23,False,USHER,1,7324,1,False,3,3,0,1,2,2
Silouans Song,0.16,0.088,5,-19.288,0,0.0403,0.908,0.583,0.101,0.0353,85.135,332839,4,56.04033,15,The Good Shepherd (Original Motion Picture Soundtrack),compilation,2006-01-01,False,Arvo Pärt,0,6675,1,False,2,7,1,1,5,5
She Thinks She Needs Me,0.497,0.568,0,-7.67,1,0.0285,0.0788,0.0,0.223,0.386,138.107,239000,4,45.54319,9,This I Gotta See,album,2004-01-01,False,Andy Griggs,0,7406,1,False,5,4,0,0,0,0
Echo,0.809,0.744,0,-5.892,0,0.0434,0.0809,0.0,0.21,0.572,107.99,237893,4,22.94143,14,Don't Feed Da Animals,album,2009-03-16,False,Gorilla Zoe,1,5505,1,False,1,4,0,0,1,0
Give It 2 Me,0.837,0.954,8,-3.512,0,0.0414,0.0933,0.000405,0.143,0.972,127.019,287907,4,138.52386,8,Hard Candy,album,2008-04-19,False,Madonna,0,5836,1,False,4,2,0,0,1,0
Love In This Club,0.573,0.712,0,-5.976,1,0.0732,0.0572,0.0,0.167,0.346,140.012,259720,4,34.87778,15,Here I Stand,album,2008-05-27,False,USHER&&Jeezy,1,5798,2,True,4,3,1,1,0,0
Surrender - Hardcore Adrenaline Mix,0.661,0.825,11,-3.343,1,0.0741,0.00275,6.4e-05,0.084,0.117,174.108,352759,4,22.96982,18,Surrender / Electro Therapy,single,2008-01-01,False,Al Storm&&Amy,0,5945,2,True,5,4,0,2,0,0
Tum Se Hi,0.609,0.538,6,-7.842,1,0.0273,0.328,0.0,0.125,0.608,130.007,321225,4,31.06087,13,Jab We Met,compilation,2007-09-21,False,Pritam&&Mohit Chauhan,1,6047,2,True,3,3,0,1,0,0
The Clockwise Witness,0.678,0.652,10,-9.129,1,0.036,0.155,0.00794,0.244,0.736,139.972,277760,4,63.61308,10,A Mad And Faithful Telling,album,2008-03-18,False,DeVotchKa,0,5868,1,False,3,5,0,0,0,0
My Hood,0.819,0.694,1,-7.472,0,0.0556,0.0192,0.0,0.0536,0.684,152.041,240187,4,26.31084,13,Let's Get It: Thug Motivation 101,album,2005-01-01,False,Jeezy,0,7040,1,False,2,6,0,0,1,0
American Baby,0.692,0.822,7,-4.315,1,0.0349,0.00192,0.00206,0.0819,0.856,120.741,275053,4,34.31305,11,Stand Up,album,2005-05-10,False,Dave Matthews Band,0,6911,1,False,2,2,1,1,0,0
Forever,0.672,0.82,11,-4.456,1,0.0459,0.0368,0.000188,0.184,0.438,120.005,278573,4,32.23862,10,Forever,single,2008-04-29,False,Chris Brown,1,5826,1,False,1,1,1,0,1,0
The Land of Hope and Glory,0.176,0.826,5,-6.586,0,0.0871,0.0025,0.692,0.255,0.384,84.997,382173,4,43.33838,13,Battle Metal,album,2004-07-26,False,Turisas,0,7199,1,False,6,2,0,0,0,1
Gnossiennes: No. 4,0.167,0.00261,9,-38.553,0,0.0426,0.994,0.887,0.076,0.104,63.029,216680,4,56.27195,9,Satie: The Magic of Satie,album,2002-01-01,False,Erik Satie&&Jean-Yves Thibaudet,0,8136,2,True,3,5,0,0,0,0
Per quelli come te,0.483,0.824,5,-8.355,1,0.401,0.388,0.0138,0.106,0.4,159.929,185133,4,82.52113,8,Vendetta privata,album,2008-04-17,False,Metal Carter&&Truce Boys&&Santo Trafficante&&Truceklan,0,5838,4,True,4,2,1,2,0,0
O Re Piya,0.586,0.532,11,-8.837,0,0.0328,0.779,0.000565,0.124,0.494,99.994,379768,4,37.11547,18,Aaja Nachle,album,2007-10-18,False,Salim–Sulaiman&&Rahat Fateh Ali Khan&&Jaideep Sahni,1,6020,3,True,3,2,0,0,0,0
In A Landscape,0.208,0.00643,2,-44.347,0,0.0433,0.992,0.935,0.0849,0.476,66.291,768173,4,81.05146,27,Cage: Early Piano Music,album,2005-06-06,False,John Cage&&Herbert Henck,0,6884,2,True,3,4,0,0,1,2
Soldier,0.878,0.417,7,-6.799,1,0.361,0.0444,0.0,0.0833,0.904,77.49,325573,4,20.29876,11,Destiny Fulfilled,album,2004-11-16,False,Destiny's Child&&T.I.&&Lil Wayne,1,7086,3,True,1,2,0,0,0,0
Contagious,0.709,0.449,4,-7.251,0,0.04,0.24,0.0,0.134,0.204,113.023,346467,4,52.29501,13,Eternal,album,2001-01-01,False,The Isley Brothers,1,8501,1,False,1,1,0,0,0,0
Energy,0.549,0.729,1,-5.062,0,0.0382,0.505,0.0,0.104,0.548,166.082,208773,4,43.21031,10,Natalie,album,2005-01-01,False,Natalie&&Baby Bash,0,7040,2,True,1,1,0,0,0,0
Unwell,0.442,0.793,9,-5.152,1,0.0347,0.0456,0.0,0.328,0.437,80.985,237267,4,89.46157,6,Exile on Mainstream,compilation,2007-10-02,False,Matchbox Twenty,1,6036,1,False,1,3,0,0,0,0
Giorni di sofferenza,0.557,0.835,1,-7.261,1,0.332,0.119,0.0,0.0406,0.802,84.315,221947,4,80.58602,8,Vendetta privata,album,2008-04-17,False,Metal Carter&&Truce Boys&&Santo Trafficante&&Truceklan,0,5838,4,True,3,2,0,0,0,0
Boondocks,0.41,0.78,9,-5.391,1,0.0332,0.211,0.0,0.48,0.695,88.016,272347,4,36.71108,6,The Road To Here,album,2005-01-01,False,Little Big Town,1,7040,1,False,1,4,0,0,1,0
Peikkotyrannin Kuolema,0.323,0.77,11,-6.704,1,0.0401,0.000835,0.0,0.0642,0.524,92.406,238342,4,31.98023,12,Tervemenoa Tuonelaan!,single,2005-01-01,False,Heavy Metal Perse,0,7040,1,False,2,2,0,0,0,0
Ride For You,0.66,0.659,8,-7.347,1,0.0385,0.167,0.0,0.181,0.354,144.031,251280,4,27.51754,11,Danity Kane,album,2006-08-22,False,Danity Kane,0,6442,1,False,3,2,0,0,0,0
Kings And Queens,0.293,0.816,8,-5.432,1,0.0844,0.0401,2.95e-05,0.13,0.148,164.982,347667,4,35.45213,11,This Is War,album,2009-01-01,False,Thirty Seconds To Mars,1,5579,1,False,3,3,0,0,0,0
Gold Digger,0.631,0.696,1,-5.572,0,0.348,0.0192,0.0,0.0554,0.621,92.941,207627,4,28.78886,11,Late Registration,album,2005-08-30,False,Kanye West&&Jamie Foxx,1,6799,2,True,2,2,0,0,0,0
Put On,0.653,0.77,9,-6.091,0,0.0353,0.00342,0.0,0.0887,0.272,137.616,321293,4,18.04892,12,The Recession,album,2008-01-01,False,Jeezy&&Kanye West,0,5945,2,True,2,2,0,0,0,0
Throw It In The Bag,0.789,0.55,11,-7.423,0,0.0473,0.174,0.0,0.0614,0.696,172.049,231573,4,31.9369,11,Loso's Way,album,2009-01-01,False,Fabolous&&The-Dream,1,5579,2,True,5,2,0,0,1,0
Hell Yeah,0.372,0.872,0,-6.651,1,0.056,0.0185,0.0,0.368,0.65,173.525,289560,4,17.8014,13,My Town,album,2002-08-19,False,Montgomery Gentry,1,7906,1,False,2,2,0,0,0,0
It Must Be Love,0.816,0.669,6,-7.925,1,0.0295,0.284,0.0,0.0563,0.967,112.132,171813,4,35.82264,8,34 Number Ones,compilation,2010-11-19,False,Alan Jackson,1,4892,1,False,4,3,1,1,0,0
Sexy Chick,0.809,0.562,11,-7.694,0,0.0534,0.0816,0.000418,0.105,0.798,130.003,194347,4,30.66844,8,One More Love,album,2010-11-22,False,David Guetta&&Akon,1,4889,2,True,2,3,0,0,1,1
My Death,0.235,0.83,7,-7.548,1,0.078,8.07e-06,0.776,0.33,0.16,104.952,354480,3,60.77404,15,Chimera,album,2004-01-17,False,Mayhem,0,7390,1,False,2,1,0,1,0,0
Pride and Joy,0.426,0.693,8,-9.759,1,0.0377,0.0251,0.0065,0.101,0.751,126.804,219840,4,31.31616,8,The Real Deal: Greatest Hits Volume 1,compilation,2006-01-01,False,Stevie Ray Vaughan,1,6675,1,False,3,7,0,0,3,3
The Light,0.938,0.646,7,-6.309,1,0.244,0.0894,3.52e-06,0.0733,0.662,97.009,243587,4,24.55997,9,Go! Common Classics,compilation,2010-05-11,False,Common,1,5084,1,False,2,3,1,0,0,0
Extraball,0.598,0.925,10,-3.445,0,0.122,0.0916,0.0,0.162,0.373,128.047,212813,4,30.75595,10,Away From The Sea,album,2008-01-01,False,Yuksek&&Amanda Blank,0,5945,2,True,1,4,0,0,0,0
Change The Game,0.93,0.425,1,-6.242,1,0.28,0.0286,0.0,0.15,0.482,94.582,187840,4,31.79869,9,The Dynasty: Roc La Familia,album,2000-10-31,False,JAY-Z&&Beanie Sigel&&Memphis Bleek,0,8563,3,True,3,5,0,0,0,1
Hardcore (So You Wanna Be) (Feat. Reks & Termanology),0.704,0.724,1,-8.2,0,0.212,0.00135,0.0,0.355,0.701,92.023,229573,4,73.80094,9,Spell My Name Right (The Album),album,2007-11-06,False,Statik Selektah,0,6001,1,False,9,6,1,2,2,1
Dig,0.45,0.895,11,-4.739,1,0.0386,0.0293,0.0,0.116,0.463,77.577,257253,4,61.1587,9,Light Grenades,album,2006-11-28,False,Incubus,1,6344,1,False,1,2,0,0,1,0
Dead And Gone,0.713,0.746,0,-4.99,1,0.259,0.0402,0.0,0.601,0.47,135.021,299747,4,31.37271,12,Paper Trail,album,2008-09-07,False,T.I.&&Justin Timberlake,1,5695,2,True,3,2,1,1,0,0
Cowboy Take Me Away,0.467,0.622,6,-7.255,1,0.031,0.365,0.00527,0.0982,0.455,164.418,287267,4,24.23904,15,Fly,album,1999-08-27,False,The Chicks,1,8994,1,False,4,1,1,1,0,0
Ay Chico (Lengua Afuera),0.94,0.692,6,-5.48,0,0.253,0.0194,0.000455,0.0453,0.875,117.987,205600,4,34.416,14,El Mariel,album,2006-10-31,False,Pitbull,0,6372,1,False,4,2,0,0,0,1
Put It On Me,0.831,0.79,1,-4.714,0,0.165,0.0024,0.0,0.0515,0.791,93.14,262827,4,21.47546,10,Rule 3:36,album,2000-01-01,False,Ja Rule&&Vita,1,8867,2,True,4,2,0,0,0,0
All The Above,0.374,0.888,8,-3.197,1,0.12,0.0762,0.0,0.202,0.365,148.828,319940,4,23.78635,13,If Tomorrow Comes...,album,2009-06-26,False,Maino&&T-Pain,1,5403,2,True,3,3,0,0,0,0
He Is,0.609,0.767,1,-4.663,1,0.176,0.0849,0.0,0.0554,0.624,75.027,226893,4,46.14792,8,This Is Who I Am,album,2002-02-12,False,Heather Headley,0,8094,1,False,2,5,0,0,0,0
Sensual Seduction,0.756,0.829,11,-3.973,1,0.0682,0.003,3.46e-05,0.0578,0.504,120.163,245520,4,32.01424,11,Sensual Seduction,single,2007-01-01,False,Snoop Dogg,1,6310,1,False,2,2,0,0,0,0
Don't Forget,0.641,0.451,4,-7.694,1,0.0899,0.507,1.71e-06,0.629,0.612,179.967,223160,4,38.32154,11,Don't Forget,album,2008-01-01,False,Demi Lovato,1,5945,1,False,2,2,1,1,1,0
Two Is Better Than One,0.521,0.702,0,-5.189,1,0.0331,0.189,0.0,0.0962,0.25,127.976,242840,4,22.62452,10,Love Drunk,album,2009-09-07,False,BOYS LIKE GIRLS&&Taylor Swift,1,5330,2,True,5,2,1,0,1,1
Don't Forget To Remember Me,0.434,0.608,2,-4.281,1,0.0311,0.564,0.0,0.283,0.331,78.606,240267,4,28.13589,12,Some Hearts,album,2005-11-14,False,Carrie Underwood,1,6723,1,False,5,2,1,1,0,0
You Sang To Me,0.578,0.894,10,-5.42,1,0.0296,0.0103,2.66e-06,0.216,0.741,165.98,347107,4,42.66641,16,Marc Anthony,album,1999-09-28,False,Marc Anthony,1,8962,1,False,4,2,0,0,0,0
The First Vietnamese War,0.474,0.873,6,-6.537,0,0.0447,0.0354,0.013,0.12,0.61,150.386,210147,4,14.95276,11,Passover,album,2006-01-01,False,The Black Angels,0,6675,1,False,4,1,0,0,0,0
Anything You Synthesize - Ambient,0.496,0.0936,1,-22.248,0,0.0359,0.43,0.94,0.0997,0.0308,120.116,248125,4,38.08688,10,Ambient One,album,2009-07-15,False,The American Dollar,0,5384,1,False,5,2,0,1,0,1
Punagra,0.533,0.697,2,-8.082,1,0.0297,0.0523,0.537,0.321,0.319,92.502,280747,4,21.47952,14,Licht,album,2003-01-01,False,Faun,0,7771,1,False,1,1,0,0,0,0
